CdEntiteHydrographique;NomEntiteHydrographique
O---0000;La Garonne
O6920590;Ruisseau de Bénac
O6--0290;La Baïse
O---0032;Canal Latéral à la Garonne
O6--0290;La Baïse
O6--0290;La Baïse
O6900530;Ruisseau du Béas
O6--0330;La Gélise
O68-0400;L'Osse
O68-0400;L'Osse
O6870660;ruisseau de manipau
O68-0400;L'Osse
O68-0400;L'Osse
O68-0430;La Guiroue
O68-0430;La Guiroue
O6820570;Le Lizet
O68-0400;L'Osse
O68-0400;L'Osse
O68-0400;L'Osse
O68-0400;L'Osse
O67-0430;L'Auzoue
O6780580;Ruisseau de Répassat
O67-0430;L'Auzoue
O67-0430;L'Auzoue
O6--0330;La Gélise
O6750590;La Gueyze
O67-0400;L'Izaute
O6741040;
O6720650;Le Rimbez
O6--0330;La Gélise
O6720610;Ruisseau de l'Arriou-Cagne
O6--0330;La Gélise
O6--0330;La Gélise
O6--0290;La Baïse
O6--0290;La Baïse
O6670500;La Gèle
O66-0400;L'Auloue
O6620530;La Bèze
O6--0290;La Baïse
O6610720;Ruisseau Larranchélan
O6640500;La Loustère
O6630670;Ruisseau de Larros
O6--0290;La Baïse
O6--0290;La Baïse
O6--0290;La Baïse
O6--0290;La Baïse
O65-0430;La Baïse
O65-0430;La Baïse
O6560570;La Sole
O65-0430;La Baïse
O65-0430;La Baïse
O6560520;La Galavette
O6560500;La Baïse Darré
O65-0430;La Baïse
O65-0430;La Baïse
O6560500;La Baïse Darré
;
O6--0290;La Baïse
O65-0400;La Baisole
O65-0400;La Baisole
O65-0400;La Baisole
O6520530;Ruisseau du Léoup
O6--0290;La Baïse
O6510730;La Bataillouze
O6--0290;La Baïse
O6--0290;La Baïse
O---0000;La Garonne
O6440500;Masse de Prayssas
O6420690;Ruisseau de Saint-Martin
O---0032;Canal Latéral à la Garonne
O64-0400;L'Auvignon
O6470500;Le Petit Auvignon
O6470590;La Lambronne
O6470590;La Lambronne
O64-0400;L'Auvignon
O6420540;Ruisseau de Bourbon
O6420540;Ruisseau de Bourbon
O---0032;Canal Latéral à la Garonne
O---0000;La Garonne
O6410840;Ruisseau Labourdasse
O6410790;Le Rieumort
O6410730;Ruisseau de Ségone
O---0000;La Garonne
O6410500;La Masse d'Agen
O6410500;La Masse d'Agen
O---0000;La Garonne
O6400580;Le Mondot
O---0000;La Garonne
O---0000;La Garonne
O---0000;La Garonne
O6--0250;Le Gers
O6350600;L'Auchie
O6340500;Ruisseau de Lauze
O6--0250;Le Gers
O6--0250;Le Gers
O6330530;L'Ousse
O6320500;L'Aulouste
O6--0250;Le Gers
O6--0250;Le Gers
O6300590;L'Arçon
O6--0250;Le Gers
O62-0400;Le Sousson
O6230620;Le Cédon
O6230620;Le Cédon
O6--0250;Le Gers
O6--0250;Le Gers
O6--3002;
O6220800;Ruisseau de Larrazet
O6--0250;Le Gers
O6--0250;Le Gers
O6--0250;Le Gers
O6210530;La Gèze
O6--0250;Le Gers
O---0000;La Garonne
O61-0460;La Séoune
O6180500;La Petite Séoune
O6180500;La Petite Séoune
O6180680;Ruisseau de Sainte-Eulalie
O6180590;La Séoune
O6180500;La Petite Séoune
O6170640;L'Escornebœuf
O61-0460;La Séoune
O61-0460;La Séoune
O61-0460;La Séoune
O61-0460;La Séoune
O---0000;La Garonne
O6160540;L'Estressol
O6150500;Rivière de l'Auroue
O6150500;Rivière de l'Auroue
O---0032;Canal Latéral à la Garonne
O---0000;La Garonne
O61-0400;La Barguelonne
O---0042;Canal de Golfech
O6131050;Ruisseau de Gasques
O6130620;Ruisseau de Cabarieu
O61-0400;La Barguelonne
O6120500;La Petite Barguelonne
O61-0400;La Barguelonne
O6120500;La Petite Barguelonne
O6120500;La Petite Barguelonne
O6120780;Le Lendou
O6120780;Le Lendou
O6120820;Le Verdanson
O6121250;
O61-0400;La Barguelonne
O---0240;L'Arrats
O6080600;La Lavassère
O---0240;L'Arrats
O6070710;Ruisseau de Lourbat
O6070500;L'Orbe
O---0240;L'Arrats
O---0240;L'Arrats
O---0240;L'Arrats
O6030530;Ruisseau de Bésiau
O---0240;L'Arrats
O6020610;L'Arrat de devant
O---0240;L'Arrats
O---0240;L'Arrats
O---0240;L'Arrats
O---0000;La Garonne
O---0032;Canal Latéral à la Garonne
O---0042;Canal de Golfech
O---0000;La Garonne
O6000970;Ruisseau de Cameson
O6000970;Ruisseau de Cameson
O6000830;Le Bourdon
O6000540;L'Ayroux
O6000540;L'Ayroux
O6010610;Ruisseau de la Saudèze
O---0000;La Garonne
O2950500;Ruisseau de la Mouline
O---0032;Canal Latéral à la Garonne
O---0100;Le Tarn
O5970520;Ruisseau du Bartac
O5960690;Le Lembous
O59-0400;Le Lemboulas
O5960500;Le Rieutord
O5950500;La Lupte
O59-0400;Le Lemboulas
O5951050;
O5950500;La Lupte
O5930750;Ruisseau de Cantegrel
O5930500;Le Petit Lembous
O59-0400;Le Lemboulas
O59-0400;Le Lemboulas
O5910510;Ruisseau du Boulou
O5980500;Ruisseau de Larone
O5980500;Ruisseau de Larone
O---0100;Le Tarn
O---0240;L'Arrats
O5--0250;L'Aveyron
O5870600;Le Petit Mortarieu
O5870560;Le Grand Mortarieu
O5870600;Le Petit Mortarieu
O5--0250;L'Aveyron
O5850500;Ruisseau de la Tauge
O5850620;Ruisseau de l'Angle
O5850500;Ruisseau de la Tauge
O5--0250;L'Aveyron
O5860530;Ruisseau de Frézal
O5850620;Ruisseau de l'Angle
O5850500;Ruisseau de la Tauge
O5850500;Ruisseau de la Tauge
O5850500;Ruisseau de la Tauge
O5850590;Ruisseau du Tordre
O58-0400;Rivière la Lère
O5830640;Ruisseau de Paris
O5830640;Ruisseau de Paris
O58-0400;Rivière la Lère
O58-0400;Rivière la Lère
O5830510;Ruisseau du Traversié
O5820500;Le Cande
O5820690;Ruisseau de Dourre
O5810580;Ruisseau de Fontanel
O58-0400;Rivière la Lère
O5780560;Ruisseau de la Brive
O5780530;Ruisseau de la Mouline
O5780530;Ruisseau de la Mouline
O5--0250;L'Aveyron
O5--0250;L'Aveyron
O5820500;Le Cande
O58-0400;Rivière la Lère
O5770650;Ruisseau de Longues Aygues
O5770600;Ruisseau de Cabertat
O5770520;Ruisseau de la Vergne
O5--0250;L'Aveyron
O5750530;Ruisseau de la Vaysse
O5760500;Ruisseau de Rieumet
O5750590;Ruisseau du Gouyre
O57-0400;La Vère
O5--0250;L'Aveyron
O57-0400;La Vère
O5730500;Ruisseau du Rô Oriental
O5720500;Ruisseau de Vervère
O57-0400;La Vère
O57-0400;La Vère
O57-0400;La Vère
O57-0400;La Vère
O57-0400;La Vère
O57-0400;La Vère
O57-0400;La Vère
O5680500;La Bonnette
O5680500;La Bonnette
O5680750;Ruisseau de la Gourgue
O5680500;La Bonnette
O5680500;La Bonnette
O5680500;La Bonnette
O5700600;Ruisseau de l'Escourou
O5--0250;L'Aveyron
O5--0250;L'Aveyron
O5670500;La Seye
O5670520;Ruisseau de Fonpeyrouse
O5670500;La Seye
;
O5670500;La Seye
O5670500;La Seye
O56-0400;Le Cérou
O56-0400;Le Cérou
O56-0400;Le Cérou
O56-0400;Le Cérou
O5650510;La Zère
O5640720;Ruisseau de Bézans
O5640500;Le Céret
O5640500;Le Céret
O5640500;Le Céret
O5640600;Ruisseau de Ségrassiés
O5640500;Le Céret
O5640500;Le Céret
O56-0400;Le Cérou
O5630660;Ruisseau du Candou
O5631210;
O56-0400;Le Cérou
O5630500;Le Céroc
O5630500;Le Céroc
O56-0400;Le Cérou
O56-0400;Le Cérou
O5610570;Le Boutescure
O5610540;Le Farruel
O56-0400;Le Cérou
O5600580;Ruisseau de Jouyre
O5600530;La Baye
O5600530;La Baye
O5600530;La Baye
O5--0250;L'Aveyron
O5560500;Ruisseau de Candour
O5560500;Ruisseau de Candour
O5--0290;Le Viaur
O5540500;Ruisseau le Jaoul
O5540610;Le Vernhou
O5540500;Ruisseau le Jaoul
O5540550;Ruisseau de Bourgnounet
O55-0400;Le Lézert
O5520610;Le Liort
O5520610;Le Liort
O55-0400;Le Lézert
O5510550;Ruisseau de Fréjalieu
O5510500;Le Lieux de Villelongue
O5490510;Le Néguebiau
O55-0400;Le Lézert
O5490500;Le Lieux
O5490500;Le Lieux
O5--0290;Le Viaur
O54-0400;Le Céor
O5450670;Ruisseau de Connillou
O5450500;ruisseau le cône
O5450500;ruisseau le cône
O5450550;Ruisseau de Bertrand
O5450500;ruisseau le cône
O54-0430;Le Giffou
O5440500;La Durenque
O5440500;La Durenque
O54-0430;Le Giffou
O54-0400;Le Céor
O5420500;Le Glandou
O5410500;Ruisseau du Lagast
O5400520;Ruisseau de Clauzelles
O54-0400;Le Céor
O5390510;Ruisseau de Congorbes
O5380500;Ruisseau de la Nauze
O5380560;Ruisseau d'Angalie
O5380500;Ruisseau de la Nauze
O5--0290;Le Viaur
O53-0400;Le Vioulou
O53-0400;Le Vioulou
O5--0290;Le Viaur
O5--0290;Le Viaur
O5--0290;Le Viaur
O5--0290;Le Viaur
O5310540;Ruisseau d'Estache
O5--0290;Le Viaur
O5300730;Ruisseau de Varayrous
O5--0290;Le Viaur
O5280630;Ruisseau de Cassurex
O52-0430;La Serène de Sanvensa
O52-0430;La Serène de Sanvensa
O5260530;Ruisseau de Marmont
O5270500;La Petite Serène
O5270500;La Petite Serène
O5--0250;L'Aveyron
O5230580;Ruisseau de Malpas
O5--0250;L'Aveyron
O5230500;Ruisseau de Notre Dame
O52-0400;L'Alzou
O5200600;L'Alze
O5--0250;L'Aveyron
O5180500;Le Lézert
O5160580;La Maresque
O5--0250;L'Aveyron
O5150500;La Maresque
O5140520;Le Riou Nègre
O5130500;La Maresque
O5--0250;L'Aveyron
O5--0250;L'Aveyron
O5--0250;L'Aveyron
O5--0250;L'Aveyron
O5110500;L'Auterne
O5110540;Ruisseau de Fontanges
O5110500;L'Auterne
O5--0250;L'Aveyron
O5100500;La Briane
O5100540;La Brianelle
O5--0250;L'Aveyron
O5--0250;L'Aveyron
O5--0250;L'Aveyron
O5--0250;L'Aveyron
O5--0250;L'Aveyron
O5050570;Ruisseau de Lugagnac
O5040500;Ruisseau de Serre
O5040500;Ruisseau de Serre
O5030590;Ruisseau de Cuge
O5--0250;L'Aveyron
O5020500;L'Olip
O5010510;Ruisseau de Tantayrou
O5--0250;L'Aveyron
O5000500;Le Verlenque
O4990660;Ruisseau de Payrol
O---0100;Le Tarn
O4990570;Ruisseau de la Garenne
O4990610;Ruisseau de Perséguet
O---0100;Le Tarn
O49-0430;Le Tescou
O49-0430;Le Tescou
O49-0430;Le Tescou
O4975001;Bras du Tescounet
O4960990;Ruisseau de Nadalou
O4970670;Le Gagnol
O49-0430;Le Tescou
O49-0430;Le Tescou
O4940670;Ruisseau de Miroulet
O4940680;Ruisseau de la Loube
O4970590;ruisseau des lézert
O49-0430;Le Tescou
O49-0430;Le Tescou
O49-0430;Le Tescou
O49-0430;Le Tescou
O---0100;Le Tarn
O4940520;Le Rieu Tort
O4940520;Le Rieu Tort
O4930640;Ruisseau de Pengaline
O4930520;Ruisseau de Magnanac
O---0100;Le Tarn
O---0100;Le Tarn
O4920540;Le Souet
O4910690;Ruisseau de Palmola
O---0100;Le Tarn
O4--0250;L'Agout
O4--0250;L'Agout
O47-0400;Le Dadou
O47-0400;Le Dadou
O47-0400;Le Dadou
O4780500;Ruisseau d'Agros
O4760500;L'Assou
O4760500;L'Assou
;
;
O47-0400;Le Dadou
O47-0400;Le Dadou
O4720610;Le Dadounet
O4720610;Le Dadounet
O4710500;L'Oulas
O47-0400;Le Dadou
O47-0400;Le Dadou
O47-0400;Le Dadou
O4--0250;L'Agout
O4640500;Ruisseau d'en Guibaud
O4--0250;L'Agout
O46-0400;Ruisseau de Bagas
O46-0400;Ruisseau de Bagas
O4611040;
O4611040;
O4--0250;L'Agout
O45-0400;Le Sor
O4550500;Ruisseau du Bernazobre
O4550500;Ruisseau du Bernazobre
O4550500;Ruisseau du Bernazobre
O4550500;Ruisseau du Bernazobre
O4550500;Ruisseau du Bernazobre
O4540510;Ruisseau du Taurou
O4540510;Ruisseau du Taurou
O4540510;Ruisseau du Taurou
O4530560;Ruisseau des Aravis
O4530560;Ruisseau des Aravis
O4510530;Le Laudot
O45-0400;Le Sor
O45-0400;Le Sor
O4510702;Rigole de la Plaine
O45-0400;Le Sor
O4500500;Ruisseau de Rieu Grand
O45-0400;Le Sor
O4510530;Le Laudot
O4510530;Le Laudot
O4471080;
O4471080;
O4--0250;L'Agout
O43-0400;Le Thoré
O43-0400;Le Thoré
O43-0400;Le Thoré
O4380750;Ruisseau d'Aiguefonde
O4380750;Ruisseau d'Aiguefonde
O43-0400;Le Thoré
O43-0400;Le Thoré
O4380500;Ruisseau d'Issalès
;
;
O4380580;Ruisseau des Fargues
O4380580;Ruisseau des Fargues
O4370500;L'Arnette
O4370650;Le Linoubre
O4370500;L'Arnette
O43-0430;L'Arn
O43-0430;L'Arn
O43-0430;L'Arn
;
;
O43-0430;L'Arn
O4370500;L'Arnette
O43-0400;Le Thoré
O43-0400;Le Thoré
O43-0400;Le Thoré
O4310590;Ruisseau de Candesoubre
O43-0400;Le Thoré
O4--0250;L'Agout
O42-0400;La Durenque
O42-0400;La Durenque
O42-0400;La Durenque
O42-0400;La Durenque
O4230570;La Durencuse
O42-0400;La Durenque
O42-0400;La Durenque
O4220650;Ruisseau des Gourgs
O4--0250;L'Agout
O4--0250;L'Agout
O4--0250;L'Agout
O4210660;Le Lignon
O4211100;
O4211100;
O41-0430;Le Gijou
O41-0430;Le Gijou
O41-0430;Le Gijou
O41-0430;Le Gijou
O41-0430;Le Gijou
O41-0430;Le Gijou
O4120570;Le Bertou
O4070500;Le Vernoubre
O4--0250;L'Agout
O4060510;La Tine
O4--0250;L'Agout
O40-0400;La Vèbre
O4040570;Le Rieufrech
O40-0400;La Vèbre
O4030500;Le Viau
O4030500;Le Viau
O4--0250;L'Agout
O4030590;Rivière Caunaise
O4030660;Ruisseau de Grelle
O40-0400;La Vèbre
O---0100;Le Tarn
O3980590;Ruisseau de la Saudrone
O3980520;Rieu Vergnet
O3970500;Ruisseau de Rabistau
O3960500;Ruisseau de Banis
O3960500;Ruisseau de Banis
O3950610;Ruisseau de Jeansault
O3950520;Ruisseau de Saudronne
O3950530;Le Candou
O3950530;Le Candou
O3950500;Ruisseau de la Saudronne
O---0100;Le Tarn
O---0100;Le Tarn
O---0100;Le Tarn
O3921010;
O3921010;
O3910680;Ruisseau de Jauzou
O3910680;Ruisseau de Jauzou
O3910500;Ruisseau de Caussels
O3910500;Ruisseau de Caussels
O3901040;
O3901040;
O3900540;Ruisseau de la Pontésié
O3840520;Ruisseau d'Aygou
O---0100;Le Tarn
O3830500;Ruisseau de la Broncarié
O3820580;Ruisseau de Blasou
O---0100;Le Tarn
O3800560;Ruisseau de Malagousse
O37-0400;Le Rance
O37-0400;Le Rance
O3710500;Le Liamou
O37-0400;Le Rance
O36-0400;L'Alrance
O---0100;Le Tarn
O36-0400;L'Alrance
O3610530;ruisseau de figeaguet
O3480500;Ruisseau de Coudols
O35-0400;Le Dourdou de Camarès
O---0100;Le Tarn
O35-0400;Le Dourdou de Camarès
O35-0460;La Sorgue
O35-0400;Le Dourdou de Camarès
O3540650;Le Grauzou
O35-0400;Le Dourdou de Camarès
O35-0400;Le Dourdou de Camarès
O35-0400;Le Dourdou de Camarès
O35-0400;Le Dourdou de Camarès
O35-0430;La Nuéjouls
O35-0400;Le Dourdou de Camarès
O35-0400;Le Dourdou de Camarès
O35-0460;La Sorgue
O3570840;ruisseau le verzolet
O3570590;Ruisseau d'Annou
O35-0460;La Sorgue
O35-0460;La Sorgue
O---0100;Le Tarn
O34-0430;La Muze
O---0100;Le Tarn
O34-0400;Le Cernon
O34-0400;Le Cernon
O3410640;Le Soulzon
O34-0400;Le Cernon
O3410640;Le Soulzon
O---0100;Le Tarn
O---0100;Le Tarn
O---0100;Le Tarn
O---0100;Le Tarn
O---0100;Le Tarn
O33-0400;La Dourbie
O3370500;Ruisseau de Garène
O33-0430;Le Trèvezel
O33-0430;Le Trèvezel
O33-0430;Le Trèvezel
O3340630;Le Bramabiau
O3340630;Le Bramabiau
O3340630;Le Bramabiau
O3340630;Le Bramabiau
O33-0400;La Dourbie
O3330500;Le Durzon
O33-0400;La Dourbie
O33-0400;La Dourbie
O33-0400;La Dourbie
O---0100;Le Tarn
O3230750;La Barbade
O3230500;Le Lumansonesque
O---0100;Le Tarn
O3210500;ruisseau du bourg
O---0100;Le Tarn
O31-0400;La Jonte
O31-0400;La Jonte
O31-0400;La Jonte
O3160500;La Brèze
O31-0400;La Jonte
O31-0400;La Jonte
O31-0400;La Jonte
O---0100;Le Tarn
O---0100;Le Tarn
O---0100;Le Tarn
O---0100;Le Tarn
O---0100;Le Tarn
O---0100;Le Tarn
O30-0400;Le Tarnon
O---0100;Le Tarn
O3100570;Ruisseau du Bramont
O3100570;Ruisseau du Bramont
O3100570;Ruisseau du Bramont
O---0100;Le Tarn
O3000650;Valat des Cloutasses
O---0100;Le Tarn
O---0100;Le Tarn
O30-0400;Le Tarnon
O3050580;Valat de Baumale
O30-0400;Le Tarnon
O30-0430;La Mimente
O3070740;Ruisseau de Malzac
O30-0430;La Mimente
O---0100;Le Tarn
O29-0400;La Sère
O2930580;Le Rieutord
O2930570;Ruisseau du Gat
O29-0400;La Sère
O2930500;Ruisseau des Aubergès
O2920500;Ruisseau de Cézone
O29-0400;La Sère
O---0000;La Garonne
O2--0330;La Gimone
O28-0400;Le Sarrampion
O2820500;Ruisseau du Pest
O2--0330;La Gimone
O2--0330;La Gimone
O2--0330;La Gimone
O27-0400;La Marcaoue
O27-0400;La Marcaoue
O2--0330;La Gimone
O2--0330;La Gimone
O2720500;La Lauze
O2--0330;La Gimone
O2--0330;La Gimone
O2--0330;La Gimone
O---0000;La Garonne
O---0000;La Garonne
O---0222;Canal de Montech
O---0032;Canal Latéral à la Garonne
O2670500;Ruisseau de Tessonne
O2650500;Le Lambon
O---0000;La Garonne
O2630500;Ruisseau de Nadesse
O2630500;Ruisseau de Nadesse
O---0000;La Garonne
O2610500;Ruisseau de Marguestaud
O2610500;Ruisseau de Marguestaud
O---0000;La Garonne
O2--0290;La Save
O2--0290;La Save
O2550670;Ruisseau de Ribarot
O2550550;L'Arsène
O2530600;Le Cédat
O2540500;Le Rémoulin
O2520690;Ruisseau de Noailles
O2--0290;La Save
O2520600;ruisseau de l'hesteil
O2520560;Ruisseau du Gay
O2510500;La Boulouze
O2510740;Ruisseau de Montoussé
O2500540;Ruisseau du Bigo
O2460640;L'Esquinson
O2--0290;La Save
O24-0400;La Gesse
O2--0290;La Save
O2400810;La Bernesse
O2--0290;La Save
O2--0290;La Save
O2--0290;La Save
O24-0430;L'Aussoue
O2470810;La Gradoue
O2--0290;La Save
O---0000;La Garonne
O---0032;Canal Latéral à la Garonne
O2--0250;L'Hers Mort
O2--0250;L'Hers Mort
O2280500;La Sausse
O2280700;La Seillonne
O2280700;La Seillonne
O2270500;La Saune
O2260600;La Marcaissonne
O2--0250;L'Hers Mort
O2--0250;L'Hers Mort
O2--0250;L'Hers Mort
O2261130;Ruisseau de Tricou
O2260520;Ruisseau d'Escalquens
O2--0250;L'Hers Mort
O2--0250;L'Hers Mort
O2--0250;L'Hers Mort
O2250710;Ruisseau des Rosiers
O2--0250;L'Hers Mort
O2250620;Ruisseau de Tissier
O2--0250;L'Hers Mort
O2250560;Ruisseau de Rivel
O2250570;L'Entournat
O2250570;L'Entournat
O2250580;Ruisseau d'Amadou
O2250580;Ruisseau d'Amadou
O2250580;Ruisseau d'Amadou
O2250500;Ruisseau des Mals
O2--0250;L'Hers Mort
O2240760;Ruisseau de Visenc
O2240760;Ruisseau de Visenc
O2240760;Ruisseau de Visenc
O2--0250;L'Hers Mort
----0142;Canal du Midi
O2240530;La Thésauque
O2220500;Ruisseau de Gardijol
O2230500;Le Marès
O2230540;Ruisseau du Marès
----0212;Rigole du Canal Midi
O2--0250;L'Hers Mort
O2210500;La Ganguise
O2--0250;L'Hers Mort
O2200680;Le Jammas
O2--0250;L'Hers Mort
O2--0250;L'Hers Mort
O2--0250;L'Hers Mort
O23-0400;Le Girou
O2340500;Ruisseau de Laragou
O2331080;Ruisseau de Conné
O2331080;Ruisseau de Conné
O23-0400;Le Girou
O2330880;La Balerme
O2330790;Le Dagour
O2330620;Le Nadalou
O2320500;Ruisseau de la Vendinelle
O2310710;Le Peyrencou
O23-0400;Le Girou
O23-0400;Le Girou
O23-0400;Le Girou
O23-0400;Le Girou
O23-0400;Le Girou
O23-0400;Le Girou
O21-0400;L'Aussonnelle
O21-0400;L'Aussonnelle
O2130520;ruisseau du panariol
O21-0400;L'Aussonnelle
O21-0400;L'Aussonnelle
O21-0400;L'Aussonnelle
O2130500;Ruisseau de Bassac
O21-0400;L'Aussonnelle
O2120500;Le Courbet
O2120500;Le Courbet
O21-0400;L'Aussonnelle
O21-0400;L'Aussonnelle
O21-0400;L'Aussonnelle
O21-0400;L'Aussonnelle
O21-0400;L'Aussonnelle
O21-0400;L'Aussonnelle
O21-0400;L'Aussonnelle
O---0032;Canal Latéral à la Garonne
O---0032;Canal Latéral à la Garonne
O---0000;La Garonne
O---0000;La Garonne
O---0000;La Garonne
O---0000;La Garonne
O20-0400;Le Touch
O20-0400;Le Touch
O2070500;L'Ousseau
O20-0400;Le Touch
O2050510;ruisseau l'aiguebelle
O2040500;Ruisseau de la Saudrune
O2030520;La Bure
O2030520;La Bure
O20-0400;Le Touch
O2020740;Ruisseau des Feuillants
O2020690;Ruisseau de la Saverette
O20-0400;Le Touch
O20-0400;Le Touch
O---0022;Canal de Saint-Martory
O---0022;Canal de Saint-Martory
O---0000;La Garonne
O---0000;La Garonne
----0142;Canal du Midi
O---0000;La Garonne
O2005001;Bras Inférieur Garonne
O2005001;Bras Inférieur Garonne
O2005001;Bras Inférieur Garonne
O---0000;La Garonne
O---0000;La Garonne
O2000540;Ruisseau de la Saudrune
O2000540;Ruisseau de la Saudrune
O2000540;Ruisseau de la Saudrune
----0142;Canal du Midi
O---0000;La Garonne
O1880570;Ruisseau de Cassignol
O1880570;Ruisseau de Cassignol
O---0000;La Garonne
O1880570;Ruisseau de Cassignol
O1880570;Ruisseau de Cassignol
O---0000;La Garonne
O1--0250;L'Ariège
O1--0250;L'Ariège
O1880520;Ruisseau du Haumont
O1--0250;L'Ariège
O1--0250;L'Ariège
O18-0400;La Lèze
O18-0400;La Lèze
O1850620;ruisseau de barrique
O18-0400;La Lèze
O18-0400;La Lèze
O1--0250;L'Ariège
O17-0430;la hyse
O1770500;Ruisseau de Tédèlou
O1760710;ruisseau d'orbail
O1760710;ruisseau d'orbail
O17-0400;La Mouillonne
O1--0250;L'Ariège
O1--0250;L'Ariège
O1700540;La Jade
O1--0250;L'Ariège
O1--0290;Le Grand Hers
O1650690;Le Raunier
O1640520;L'Estaut
O1630590;Le Rifaudés
O16-0400;La Vixiège
O16-0400;La Vixiège
O1620800;Ruisseau de Rigaud
O1620700;Ruisseau du Py
O16-0400;La Vixiège
O1610590;ruisseau de charlet
O16-0400;La Vixiège
O1610600;Ruisseau de Pech d'Acou
O1--0290;Le Grand Hers
O1--0290;Le Grand Hers
O15-0430;Le Douctouyre
O15-0430;Le Douctouyre
O1550750;Ruisseau de Gorgues
O1--0290;Le Grand Hers
O1530670;Le Countirou
O15-0400;L'Ambrone
O15-0400;L'Ambrone
O14-0430;Le Touyre
O14-0430;Le Touyre
O14-0430;Le Touyre
O1--0290;Le Grand Hers
O1470500;Le Chalabreil
O14-0400;Le Blau
O14-0400;Le Blau
O1--0290;Le Grand Hers
O1--0290;Le Grand Hers
O1370590;L'Aure
O1--0250;L'Ariège
O1370500;Ruisseau de Lansonne
O13-0400;Le Crieu
O1360540;Ruisseau de la Galage
O13-0400;Le Crieu
O1--0250;L'Ariège
O1330500;L'Estrique
O1--0250;L'Ariège
O1330500;L'Estrique
O1--0250;L'Ariège
O1--0250;L'Ariège
O1270740;Ruisseau de Ganac
O12-0400;L'Arget
O1270500;Ruisseau de Roques
O1270500;Ruisseau de Roques
O12-0400;L'Arget
O1260590;Ruisseau de Baillés
O1240500;Le Sios
O1240640;Ruisseau de Labat
O1--0250;L'Ariège
O1240500;Le Sios
O1210500;Ruisseau de la Courbière
O1--0250;L'Ariège
O1210570;Ruisseau de l'Etang d'Artats
O1--0250;L'Ariège
O11-0400;Ruisseau de Vicdessos
O11-0430;Ruisseau de Siguer
O1--0250;L'Ariège
O11-0430;Ruisseau de Siguer
O1130520;ruisseau de suc
O1120550;Ruisseau d'Artiès
O1120530;Ruisseau de Bassiès
O1110500;Ruisseau de l'Artigue
O11-0400;Ruisseau de Vicdessos
O11-0400;Ruisseau de Vicdessos
O10-0400;Ruisseau Aston
O10-0400;Ruisseau Aston
O1--0250;L'Ariège
O1050510;Ruisseau du Najar
O1--0250;L'Ariège
O1--0250;L'Ariège
O1--0250;L'Ariège
O1040500;La Lauze
O1040500;La Lauze
O1040610;Ruisseau Riou Caud
O1020500;L'Oriège
O1020500;L'Oriège
O1--0250;L'Ariège
O1010600;Ruisseau du Nabre
O---0000;La Garonne
O---0000;La Garonne
O09-0400;La Louge
O0970500;Ruisseau du Rabé
O09-0400;La Louge
O09-0400;La Louge
O09-0460;La Nère
O09-0432;Canal de Franquevielle à Cardeilhac
O09-0400;La Louge
O---0000;La Garonne
O---0000;La Garonne
O07-0400;L'Arize
O0780500;ruisseau l'azau
O0760500;Ruisseau de Montbrun
O0760500;Ruisseau de Montbrun
O0750620;La Dourne
O07-0400;L'Arize
O0730500;Le Pujol
O07-0400;L'Arize
O07-0400;L'Arize
O0710560;Ruisseau d'Aujole
O---0000;La Garonne
O0640560;l'aygossau
O0641052;
O06-0400;Le Volp
O06-0400;Le Volp
O06-0400;Le Volp
O---0000;La Garonne
O---0000;La Garonne
O0--0250;Le Salat
O05-0430;Le Lens
O05-0430;Le Lens
O05-0400;L'Arbas
O05-0400;L'Arbas
O0520500;Ruisseau de la Gouarège
O0--0250;Le Salat
O0500500;Le Baup
O04-0400;Le lez
S43-0400;Ruisseau le Boudigau
O04-0400;Le lez
O04-0430;La Bouigane
O04-0430;La Bouigane
O04-0400;Le lez
O0480600;Ruisseau de Sour
O0310760;Ruisseau de Bielle
O0310500;Rivière Alet
O04-0400;Le lez
O0430500;Le Ribérot
O04-0400;Le lez
O04-0400;Le lez
O0--0250;Le Salat
O0390690;Le Nert
O0390520;Rivière d'Alos
O03-0400;L'Arac
O0370720;Ruisseau de Liers
O0370580;Ruisseau de Courtignou
O0350600;Ruisseau de l'Estagette et du Moula
O0350500;Le Garbet
O0350500;Le Garbet
O0--0250;Le Salat
O0310500;Rivière Alet
O0300650;Ruisseau d'Angouls
O0--0250;Le Salat
O---0000;La Garonne
O---0000;La Garonne
O02-0430;Le Job
O0250500;Ruisseau de la Lose
O02-0430;Le Job
O0230500;Le Rossignol
O02-0400;Le Ger
O0210602;Canal de la Gentille
O---0000;La Garonne
O---0000;La Garonne
O0200520;Le Lavet
O---0000;La Garonne
O0180500;Ruisseau de Nistos
O0170760;Ruisseau de la Baquère
O01-0400;La Neste
O01-0400;La Neste
